scheduler, buf_size, wl_idx, time_millis, solver_res
fq, 500, 186, 2720, SAT
fq, 500, 187, 4069, SAT
fq, 500, 188, 3486, SAT
fq, 500, 189, 4136, SAT
fq, 500, 190, 2793, SAT
fq, 500, 191, 6893, SAT
fq, 500, 192, 4490, SAT
fq, 500, 193, 3367, SAT
fq, 500, 194, 3378, SAT
fq, 500, 195, 2265, SAT
fq, 500, 196, 2228, SAT
fq, 500, 197, 2500, SAT
fq, 500, 198, 1822, SAT
fq, 500, 199, 2448, SAT
fq, 500, 200, 4550, SAT
fq, 500, 201, 2510, SAT
fq, 500, 202, 2275, SAT
fq, 500, 203, 2544, SAT
fq, 500, 204, 1953, SAT
fq, 500, 205, 3523, SAT
fq, 500, 206, 2314, SAT
fq, 500, 207, 3341, SAT
fq, 500, 208, 2389, SAT
fq, 500, 209, 2417, SAT
fq, 500, 210, 1619, SAT
fq, 500, 211, 2544, SAT
fq, 500, 212, 2320, SAT
fq, 500, 213, 1258, SAT
fq, 500, 214, 2270, SAT
fq, 500, 215, 3108, SAT
fq, 500, 216, 3761, SAT
